Geneid,GSM5290389_Snr1KD_RNA-seq_Ov_rep1,GSM5290390_Snr1KD_RNA-seq_Ov_rep2,GSM5290391_mod_mdg4KD_RNA-seq_Ov_rep1,GSM5290392_mod_mdg4KD_RNA-seq_Ov_rep2
FBgn0036490,2,1,8,2
FBgn0036489,2270,2213,4142,3502
FBgn0036486,15455,17382,21378,21514
FBgn0047178,1834,2519,2466,2211
FBgn0014002,43286,39395,77690,72273
FBgn0036483,10741,11862,10023,9661
FBgn0036482,17,17,23,23
FBgn0036481,53,48,81,53
FBgn0036476,1297,1459,1052,1068
FBgn0036474,5,4,3,1
FBgn0036471,0,0,0,0
FBgn0036469,0,0,0,1
FBgn0036468,0,0,0,0
FBgn0036467,0,0,0,0
FBgn0036466,1,0,0,0
FBgn0025776,0,0,0,0
FBgn0036465,0,0,1,0
FBgn0036463,464,373,61,48
FBgn0036462,4248,4727,6382,5638
FBgn0040487,0,0,0,0
FBgn0040809,0,0,0,0
FBgn0003388,90,156,217,218
FBgn0036433,973,1093,1162,1062
FBgn0041604,7907,8789,9287,9022
FBgn0011928,0,0,0,0
FBgn0036437,2,2,1,0
FBgn0036438,0,1,0,0
FBgn0036441,3,0,0,0
FBgn0036442,0,0,0,0
FBgn0036446,3921,4045,5821,6022
FBgn0036450,6775,5769,8865,8229
FBgn0036451,8561,8659,9704,10782
FBgn0036454,205,271,403,476
FBgn0001120,20097,23401,33793,27491
FBgn0029148,4728,4959,14357,11978
FBgn0036449,10963,13212,7810,7378
FBgn0036448,12709,14565,14293,15090
FBgn0036447,0,0,1,0
FBgn0053260,118,146,138,118
FBgn0036443,0,0,0,0
FBgn0036440,3,3,14,17
FBgn0036439,0,0,0,0
FBgn0036436,6,12,18,28
FBgn0011927,0,0,0,0
FBgn0036423,816,884,883,889
FBgn0036426,0,0,0,0
FBgn0026409,39845,40488,77953,73565
FBgn0040318,0,0,0,0
FBgn0028418,0,0,0,0
FBgn0036428,15788,20344,26988,26480
FBgn0036427,0,0,1,0
FBgn0003459,4673,5037,4845,4732
FBgn0036422,4,5,12,10
FBgn0036421,0,0,0,0
FBgn0052141,7,4,4,0
FBgn0036415,4,2,1,3
FBgn0036416,8,11,12,7
FBgn0036417,0,0,0,1
FBgn0001085,870,1225,5111,4550
FBgn0036419,0,0,0,0
FBgn0000411,1,0,0,1
FBgn0042630,3,0,0,0
FBgn0036411,0,0,0,0
FBgn0000639,0,0,0,0
FBgn0043550,0,0,0,0
FBgn0029167,19,28,58,63
FBgn0036382,519,183,1419,1043
FBgn0001108,11576,11716,15736,15422
FBgn0052137,966,1023,1849,1761
FBgn0036389,0,0,0,0
FBgn0001216,15,9,54,64
FBgn0036393,0,0,0,0
FBgn0036394,0,0,0,0
FBgn0036395,1736,1762,2479,2199
FBgn0036398,11823,12800,14275,15085
FBgn0036402,3384,3531,4113,3890
FBgn0036403,4,6,0,0
FBgn0026418,34805,34504,50540,49414
FBgn0036405,2470,2136,3997,3392
FBgn0013563,2743,3265,3135,3023
FBgn0036410,1,2,0,1
FBgn0036406,1365,1248,1844,1547
FBgn0036397,4161,3842,5301,4953
FBgn0036396,1630,1960,1844,1734
FBgn0036391,2,5,5,0
FBgn0036390,0,0,0,0
FBgn0025874,2899,3805,3183,3138
FBgn0036386,3750,4820,4401,4079
FBgn0026376,3502,4093,5538,5560
FBgn0036381,326,372,381,348
FBgn0040812,1,0,0,0
FBgn0036380,0,0,0,0
FBgn0036368,1233,1080,3333,3532
FBgn0036373,2162,1767,3726,4405
FBgn0036376,9891,11773,10264,10053
FBgn0036377,10,7,18,11
FBgn0036372,9541,9829,10410,10352
FBgn0036369,130,174,875,797
FBgn0036367,1,0,0,0
FBgn0036366,2143,1831,3491,3020
FBgn0053262,0,0,0,0
FBgn0052129,0,0,0,0
FBgn0052128,0,0,0,0
FBgn0052126,0,0,0,0
FBgn0052127,0,0,0,0
FBgn0023095,1089,1140,2083,2243
FBgn0011844,0,0,0,0
FBgn0003034,0,0,0,0
FBgn0040814,1,1,0,0
FBgn0036348,0,0,0,0
FBgn0040813,62,89,248,209
FBgn0036349,0,0,0,1
FBgn0036350,0,2,0,0
FBgn0001256,0,0,0,0
FBgn0036352,1,0,0,1
FBgn0012010,0,0,0,0
FBgn0036364,14,5,19,12
FBgn0036365,5530,5206,5421,5168
FBgn0036363,1,1,0,1
FBgn0036361,1,0,0,0
FBgn0036360,0,0,4,0
FBgn0012009,0,0,0,0
FBgn0036359,0,0,0,0
FBgn0260459,0,0,0,0
FBgn0053263,0,0,0,0
FBgn0052121,0,0,0,0
FBgn0036356,1896,2224,2524,2174
FBgn0002573,0,0,0,0
FBgn0036354,2324,1831,4268,3767
FBgn0036353,3114,3196,5317,4692
FBgn0036351,2,0,3,3
FBgn0052119,3,2,0,0
FBgn0036321,0,0,1,0
FBgn0036323,171,68,353,277
FBgn0036328,0,0,0,0
FBgn0036329,0,0,0,0
FBgn0036330,2010,2984,681,506
FBgn0036331,837,1227,1276,1186
FBgn0036334,15576,16458,21556,19077
FBgn0036336,3088,3378,3354,3020
FBgn0260441,47934,37094,110095,97643
FBgn0036340,7687,7479,12186,11484
FBgn0011284,119327,90030,245497,223684
FBgn0036341,4372,3914,7534,6327
FBgn0036342,1093,1382,2907,2399
FBgn0010452,207,185,280,239
FBgn0036346,0,0,0,0
FBgn0036345,0,1,0,0
FBgn0036343,1,0,0,0
FBgn0036337,4935,5431,7029,6320
FBgn0036335,1561,1693,2936,2512
FBgn0036333,9553,13086,13194,12645
FBgn0036332,1645,2345,4393,4379
FBgn0036327,0,0,0,0
FBgn0041622,2,1,7,6
FBgn0036325,0,0,0,1
FBgn0052115,5,2,347,307
FBgn0052117,0,0,2,0
FBgn0036324,366,579,789,544
FBgn0015904,0,0,0,0
FBgn0015919,0,0,0,1
FBgn0052111,1,0,2,5
FBgn0014343,202,220,683,765
FBgn0014007,10088,14024,13005,13035
FBgn0052112,1080,1444,984,948
FBgn0052109,1159,1703,2799,2232
FBgn0036305,3402,3672,4067,3747
FBgn0052113,2975,4098,3465,3673
FBgn0036311,4,4,0,0
FBgn0052110,11,24,45,38
FBgn0036318,3332,3556,4479,4396
FBgn0036319,34,45,30,30
FBgn0036320,0,0,0,0
FBgn0052107,1,0,0,0
FBgn0036317,2354,2993,3093,2953
FBgn0036316,3356,3113,30465,29767
FBgn0036314,2462,1639,4544,4227
FBgn0036310,0,0,0,0
FBgn0052106,1,0,2,0
FBgn0036309,5318,7556,7889,7977
FBgn0010235,8968,9610,13656,13149
FBgn0052105,0,2,1,3
FBgn0036277,935,1034,2142,1626
FBgn0011279,1,0,0,0
FBgn0036286,4203,4217,7215,6608
FBgn0036291,769,872,950,770
FBgn0036300,1357,1491,2608,2303
FBgn0036301,5165,5826,6903,6610
FBgn0036299,8374,8424,9762,9338
FBgn0036298,6411,4842,11462,10353
FBgn0004926,17185,17396,27645,26431
FBgn0020388,5055,5010,6355,5825
FBgn0002466,7492,8190,7854,7490
FBgn0036294,3631,3127,4231,3622
FBgn0036292,1098,1042,1765,1653
FBgn0036289,4,1,4,4
FBgn0036288,203,196,231,277
FBgn0036287,42,44,52,61
FBgn0052102,0,0,0,0
FBgn0036285,0,0,0,0
FBgn0020655,7044,5949,13990,12661
FBgn0052103,9590,10737,11618,11081
FBgn0036282,7,5,12,7
FBgn0052104,2693,3621,2888,2781
FBgn0036279,2889,2807,4779,5517
FBgn0036278,0,0,0,3
FBgn0036246,0,0,0,1
FBgn0011335,2744,3577,3865,3644
FBgn0036248,3782,4793,6091,5227
FBgn0036249,1751,1823,1861,1671
FBgn0046296,1897,2017,3250,2664
FBgn0036257,7055,7725,8889,8028
FBgn0013997,4426,5551,4723,5125
FBgn0052099,1016,1206,1300,1230
FBgn0027843,414,577,10299,9892
FBgn0036262,132,137,111,71
FBgn0000592,13,23,38,35
FBgn0000594,4,1,0,4
FBgn0036264,0,3,9,14
FBgn0052100,2558,2560,2460,2331
FBgn0036273,842,662,1444,1414
FBgn0036274,0,0,0,0
FBgn0036272,19820,21920,26482,24699
FBgn0036271,1453,1345,1842,1796
FBgn0036266,1924,2987,3011,2624
FBgn0022709,992,1138,1395,1248
FBgn0036263,4121,4713,5239,4811
FBgn0036260,3,1,7,18
FBgn0036259,11,26,39,28
FBgn0036258,28784,30128,37233,36919
FBgn0011455,6037,5874,10057,9033
FBgn0036254,3709,5221,5134,5107
FBgn0036250,1,0,0,0
FBgn0022959,16284,18078,36536,35818
FBgn0036205,12581,14068,9198,7483
FBgn0036207,1987,2873,2668,2497
FBgn0004381,4673,4896,4674,4465
FBgn0036213,81850,70970,191324,166264
FBgn0036214,1,1,3,3
FBgn0036218,1,0,1,1
FBgn0036219,0,0,0,2
FBgn0036221,0,0,0,0
FBgn0011723,0,0,0,0
FBgn0036224,0,4,1,0
FBgn0036226,1,1,1,0
FBgn0036227,0,0,0,0
FBgn0036229,0,0,0,0
FBgn0036232,10,0,0,0
FBgn0036235,0,1,0,0
FBgn0036236,1,6,0,1
FBgn0036240,4187,4048,5708,5331
FBgn0036242,0,0,1,1
FBgn0041096,288,313,668,732
FBgn0036239,13166,13703,17735,16611
FBgn0026432,4613,5557,4476,4437
FBgn0036237,5951,5616,9545,8600
FBgn0053265,3,3,1,0
FBgn0028573,0,0,0,0
FBgn0036230,0,0,0,0
FBgn0036228,0,0,0,0
FBgn0036225,3,0,2,0
FBgn0036222,0,0,0,0
FBgn0036220,0,0,0,0
FBgn0036217,0,3,0,0
FBgn0040816,0,0,0,0
FBgn0000404,100269,126690,117859,112087
FBgn0052095,2414,2515,2845,2521
FBgn0036211,5786,5964,8306,7172
FBgn0036212,205,247,366,369
FBgn0052093,0,0,0,0
FBgn0036208,52,34,11,13
FBgn0036206,16,14,61,43
FBgn0015278,8045,8865,8278,8236
FBgn0036204,1,0,0,0
FBgn0028667,0,0,0,0
FBgn0028668,0,0,0,0
FBgn0053500,0,0,0,0
FBgn0003377,2,0,0,0
FBgn0003373,0,0,0,0
FBgn0036168,76,65,122,149
FBgn0036173,2555,2980,3857,3599
FBgn0036176,0,0,0,0
FBgn0036179,7,10,2,3
FBgn0036184,2913,3319,4622,3982
FBgn0042138,5697,6289,11783,10682
FBgn0052091,2384,3303,2992,3836
FBgn0036188,1969,1841,3392,2944
FBgn0015828,6166,5611,10161,8998
FBgn0036191,7899,9670,8585,8783
FBgn0036193,947,1548,1960,1729
FBgn0036199,4479,4979,5967,6034
FBgn0052087,0,0,0,0
FBgn0041231,0,0,0,0
FBgn0036202,13,29,43,41
FBgn0040817,3,5,3,7
FBgn0036198,2631,2547,2806,2303
FBgn0036196,749,878,1168,1261
FBgn0036195,1,0,0,0
FBgn0036194,3098,3000,4913,4825
FBgn0036192,989,1248,1542,1259
FBgn0052085,16,31,32,22
FBgn0036187,5240,5451,7058,6818
FBgn0036186,40,53,35,56
FBgn0036183,0,5,3,4
FBgn0036181,5,18,21,19
FBgn0036178,0,0,0,0
FBgn0036177,0,0,0,0
FBgn0003292,3114,3249,2274,2151
FBgn0052086,2,8,8,13
FBgn0053269,0,0,1,1
FBgn0053270,0,0,1,1
FBgn0053271,0,0,0,0
FBgn0053272,0,0,0,0
FBgn0003378,0,0,0,0
FBgn0036142,1385,1695,1664,1563
FBgn0036143,3,3,8,6
FBgn0036145,17,36,24,40
FBgn0036146,0,1,0,0
FBgn0064766,4210,4287,5354,5363
FBgn0041094,14306,18072,24428,25871
FBgn0036153,2,2,3,4
FBgn0036156,0,0,0,0
FBgn0036157,2,1,4,4
FBgn0036159,2,0,0,0
FBgn0036161,0,0,0,0
FBgn0036162,5,0,0,0
FBgn0036160,0,0,0,0
FBgn0036158,0,0,0,0
FBgn0036155,55,37,1182,1085
FBgn0036154,1,0,2,1
FBgn0036152,4278,4732,8712,8857
FBgn0036150,3,7,20,6
FBgn0061469,6135,6718,7667,7230
FBgn0036147,6073,8313,8183,9644
FBgn0036108,0,0,0,0
FBgn0036109,0,0,0,0
FBgn0036110,4,4,8,7
FBgn0036112,4,0,6,4
FBgn0029172,69,3,33,189
FBgn0052079,0,0,0,0
FBgn0052081,3,1,0,0
FBgn0036116,2781,1804,4605,3654
FBgn0036118,743,867,1012,790
FBgn0025355,0,0,0,0
FBgn0036124,11527,14686,14939,15109
FBgn0036131,11,6,24,35
FBgn0036133,5678,6004,6412,5935
FBgn0036135,1339,835,4262,3725
FBgn0014368,6,8,14,12
FBgn0036138,0,0,1,0
FBgn0052082,53,78,299,305
FBgn0052076,3489,3540,3750,3452
FBgn0036141,9695,9611,11361,10947
FBgn0036139,0,0,0,0
FBgn0052074,0,0,0,0
FBgn0036136,4128,4394,6664,5965
FBgn0036134,8563,9445,9303,9438
FBgn0003462,11404,9707,32864,26522
FBgn0052073,2,2,0,1
FBgn0052071,0,0,0,0
FBgn0036128,0,3,0,0
FBgn0036126,878,1310,1687,1417
FBgn0036125,17,11,18,21
FBgn0020412,7379,8262,9968,10340
FBgn0010741,8167,10203,15725,13384
FBgn0036121,428,597,800,823
FBgn0052075,3345,4803,4767,4484
FBgn0052069,549,552,994,620
FBgn0036117,2130,2940,4137,3602
FBgn0013469,117,169,281,345
FBgn0036111,32688,41818,53003,50043
FBgn0001179,3828,4360,4972,4663
FBgn0036090,1451,1520,1920,1684
FBgn0036091,61,26,191,158
FBgn0036093,1,2,1,0
FBgn0036094,2,2,0,0
FBgn0036096,3502,3603,4454,4259
FBgn0052068,2569,3697,771,664
FBgn0010762,6018,5699,10302,9792
FBgn0036099,7810,9106,10874,10267
FBgn0036102,0,0,1,0
FBgn0026160,257,207,681,654
FBgn0036105,1083,1435,2086,1708
FBgn0036107,1382,1512,2388,2053
FBgn0027615,6882,6415,8957,8165
FBgn0036106,8,11,31,48
FBgn0036104,4604,4802,6542,6347
FBgn0047038,2107,1876,4666,4082
FBgn0052066,6218,6923,9475,9153
FBgn0000629,5784,6332,6565,5921
FBgn0036089,0,0,0,0
FBgn0036082,2,3,0,0
FBgn0052061,1,0,0,0
FBgn0045770,3,0,0,0
FBgn0052064,7,2,1,0
FBgn0052062,2379,2942,3590,3963
FBgn0036085,0,0,0,0
FBgn0011802,6597,9241,9801,9380
FBgn0052058,0,0,0,0
FBgn0036083,0,0,0,0
FBgn0036070,1,0,1,0
FBgn0036075,0,0,0,0
FBgn0036080,0,0,0,1
FBgn0011569,0,0,1,3
FBgn0036078,0,0,0,0
FBgn0052055,11,3,8,3
FBgn0000451,9,5,8,16
FBgn0052057,0,0,0,0
FBgn0036072,1,2,2,2
FBgn0052054,0,0,1,0
FBgn0052053,0,0,0,0
FBgn0036066,0,0,0,0
FBgn0036043,7371,8808,12997,13498
FBgn0044051,0,0,0,0
FBgn0036046,0,0,0,0
FBgn0044328,0,0,2,0
FBgn0027567,18008,16984,25384,24183
FBgn0025866,6241,6995,8250,8396
FBgn0036059,10105,13803,12134,11888
FBgn0026404,6185,6825,8358,7896
FBgn0040823,584,800,688,767
FBgn0036063,816,935,1037,975
FBgn0036062,1792,2495,1901,1738
FBgn0036058,9516,10566,14027,13364
FBgn0036057,0,0,0,0
FBgn0036056,0,0,0,0
FBgn0011836,5249,6211,4621,4353
FBgn0036053,11763,12753,13948,13242
FBgn0036052,2855,2687,3432,3029
FBgn0004390,8661,8999,8183,8456
FBgn0015618,1728,1799,1891,1794
FBgn0028429,4236,5077,6397,5876
FBgn0044048,0,0,0,0
FBgn0044049,0,0,0,0
FBgn0044050,0,0,0,0
FBgn0036044,0,0,0,0
FBgn0036009,1,2,0,2
FBgn0036014,6,4,3,1
FBgn0036016,2,3,0,0
FBgn0036018,5430,6862,8457,8344
FBgn0036020,3253,3445,3967,3669
FBgn0036022,0,1,0,0
FBgn0036023,1,1,0,0
FBgn0036024,1,0,0,0
FBgn0036028,3177,3495,4267,3887
FBgn0036029,2,2,1,1
FBgn0015321,16249,15990,21445,19666
FBgn0036032,5608,5466,5864,6118
FBgn0045823,17784,20427,34862,34233
FBgn0036036,669,862,983,877
FBgn0036038,2922,2836,3006,3018
FBgn0019644,9818,8165,25052,22326
FBgn0036040,14,15,4,4
FBgn0036035,5209,6124,7605,7248
FBgn0040475,6422,5351,10376,9957
FBgn0036031,0,0,7,2
FBgn0036030,16405,20454,32947,31530
FBgn0016081,3974,4072,4893,5145
FBgn0036019,0,0,1,0
FBgn0036015,0,0,0,0
FBgn0036010,0,0,0,0
FBgn0010408,69393,47637,193191,164892
FBgn0036008,7302,8953,9595,8849
FBgn0036007,52451,66114,52770,53156
FBgn0035969,98,104,212,198
FBgn0035971,0,0,0,0
FBgn0035975,155,215,191,237
FBgn0035977,47,29,36,44
FBgn0052040,5,4,0,0
FBgn0052039,1217,1471,1944,1582
FBgn0035980,1588,1585,1761,1474
FBgn0035982,4,0,0,0
FBgn0001224,655,674,1238,1063
FBgn0001226,22549,18564,42165,37550
FBgn0035985,20,9,42,23
FBgn0035987,16408,19256,19022,18087
FBgn0023129,11596,13283,10521,9381
FBgn0015296,4265,3749,5670,5102
FBgn0040305,2591,2748,4002,4138
FBgn0035995,2664,2210,4033,4050
FBgn0035999,2235,3038,2582,2339
FBgn0036004,19841,21080,19553,19485
FBgn0052037,20,21,46,56
FBgn0052036,8,13,21,24
FBgn0036005,2966,3280,3333,2950
FBgn0011327,10432,12503,15204,13536
FBgn0036000,1719,2148,3247,2819
FBgn0035998,2418,3176,4094,3375
FBgn0035997,13079,13246,15858,14891
FBgn0035996,735,1033,999,882
FBgn0005533,46795,40957,116840,95730
FBgn0035989,4534,4845,4314,4039
FBgn0035988,44,30,28,18
FBgn0035986,4599,5259,6433,6397
FBgn0015218,46754,55817,62559,60066
FBgn0035983,5214,5500,7662,7957
FBgn0001227,33,42,74,61
FBgn0001225,97514,94083,142831,117008
FBgn0001229,31,42,23,28
FBgn0011769,927,864,1083,996
FBgn0004379,7693,8415,9670,9032
FBgn0035970,0,0,0,0
FBgn0035968,389,165,939,645
FBgn0035993,2663,2074,5260,4651
FBgn0052034,0,0,0,0
FBgn0035936,1528,1521,19278,18709
FBgn0040321,195,201,429,540
FBgn0011787,5434,3604,9872,8520
FBgn0035941,29,44,33,32
FBgn0035944,3586,3569,4869,4263
FBgn0035947,12061,11320,16304,15618
FBgn0035949,10,12,26,24
FBgn0035951,2276,2110,3842,3415
FBgn0035953,4903,5710,5326,5236
FBgn0035954,1,3,0,2
FBgn0028789,0,0,0,0
FBgn0035957,366,432,1056,1017
FBgn0035960,1024,1305,1729,1461
FBgn0023479,57,102,124,124
FBgn0043806,47,59,49,67
FBgn0040827,167,146,115,126
FBgn0004244,0,0,0,0
FBgn0035965,2474,3031,3955,3431
FBgn0011206,1514,1839,1306,1333
FBgn0035959,16305,22751,23530,22664
FBgn0000116,13912,11278,24951,23842
FBgn0035955,6021,7588,5652,5254
FBgn0016070,105771,121710,97920,94844
FBgn0035952,19,8,20,17
FBgn0035948,133,118,325,372
FBgn0035943,0,0,0,0
FBgn0035942,1711,2084,1908,1935
FBgn0052029,112,56,352,322
FBgn0035922,0,0,0,0
FBgn0035923,4630,5734,4645,4652
FBgn0000357,66162,22125,202084,175129
FBgn0000358,49306,25005,245729,227719
FBgn0000356,22133,10485,92450,81229
FBgn0035924,0,0,0,0
FBgn0052024,1,0,0,0
FBgn0035932,0,0,0,0
FBgn0035933,1,0,0,0
FBgn0052026,1,2,7,1
FBgn0020633,15700,15204,23038,21342
FBgn0035934,0,1,2,0
FBgn0035931,0,0,0,0
FBgn0035929,0,0,0,0
FBgn0035928,1,4,1,3
FBgn0035926,1,1,0,1
FBgn0040828,1,8,6,4
FBgn0003149,436,485,1181,1528
FBgn0052022,1776,2185,3083,2435
FBgn0011509,5807,6771,8247,7037
FBgn0000121,0,0,1,0
FBgn0035921,0,0,0,0
FBgn0035875,0,1,2,1
FBgn0035876,1739,2142,2587,2402
FBgn0011762,3438,4381,4453,4288
FBgn0035877,2560,3067,2733,2643
FBgn0001253,2,3,4,0
FBgn0035886,0,0,0,0
FBgn0035888,1341,1325,1945,2170
FBgn0035890,965,1266,1556,1493
FBgn0010431,31298,31640,35604,31904
FBgn0020224,17049,19004,18694,17960
FBgn0010825,14835,15633,19327,19968
FBgn0035901,4436,5063,8017,7548
FBgn0035903,30,39,4195,4529
FBgn0035904,234,235,414,425
FBgn0024236,12822,14479,18714,18559
FBgn0035909,8688,9882,16480,16016
FBgn0260442,12084,11844,15385,17830
FBgn0060292,5,12,16,7
FBgn0060291,10,13,22,18
FBgn0035914,26,58,65,80
FBgn0035915,22,4,0,1
FBgn0052351,9,1,2,3
FBgn0035918,7356,6895,8639,7657
FBgn0035916,2966,3677,4110,3741
FBgn0017429,3240,3005,4697,4471
FBgn0017430,1955,1881,2933,2610
FBgn0035911,5896,5740,8999,7700
FBgn0035907,4839,6129,6113,5443
FBgn0035906,6857,8198,10847,9887
FBgn0035902,1224,1359,1528,1253
FBgn0035900,773,764,923,950
FBgn0035896,4970,6857,8427,8072
FBgn0052354,109,87,81,119
FBgn0035889,0,0,0,0
FBgn0035887,0,0,0,0
FBgn0001248,32365,30705,47370,43576
FBgn0035878,12213,9546,19822,18057
FBgn0053057,0,0,0,0
FBgn0028379,13,28,21,4
FBgn0027549,7518,8340,8768,8239
FBgn0026252,56213,64391,66768,65332
FBgn0035838,2412,2984,2417,2212
FBgn0010350,5775,7578,6751,6637
FBgn0002899,6458,8036,7415,7113
FBgn0035848,3495,4387,4605,4172
FBgn0035850,5219,5529,6664,6646
FBgn0035851,5515,6509,5784,5632
FBgn0035854,905,948,1893,1732
FBgn0035856,7,4,18,14
FBgn0035857,0,2,1,0
FBgn0040832,83,68,270,245
FBgn0035859,0,0,0,2
FBgn0015793,1832,2311,2180,1887
FBgn0035867,2039,2361,2486,2364
FBgn0035873,0,0,0,0
FBgn0035872,15116,14254,25340,23613
FBgn0035871,6652,8277,8033,6994
FBgn0035870,2,3,2,7
FBgn0035868,758,1347,1140,1500
FBgn0035866,7307,8558,7177,6427
FBgn0035865,0,0,1,0
FBgn0027569,4587,5212,6157,5703
FBgn0035861,0,0,1,0
FBgn0035858,0,0,0,0
FBgn0052364,141,245,413,347
FBgn0035855,1,0,1,0
FBgn0035853,6993,7689,9324,8558
FBgn0035852,9,2,6,11
FBgn0035849,2772,2977,1855,1770
FBgn0035847,0,1,0,0
FBgn0020392,19645,20997,23517,22520
FBgn0040290,10367,13167,14988,15407
FBgn0035845,1,0,0,0
FBgn0035844,95,138,317,302
FBgn0035842,6960,8779,7349,7369
FBgn0029113,16678,18617,26665,24924
FBgn0042112,763,644,2233,1786
FBgn0035839,1304,1222,1698,1250
FBgn0035833,2571,3283,3801,3505
FBgn0052363,0,0,0,0
FBgn0052362,0,0,0,0
FBgn0052361,0,0,0,0
FBgn0052360,0,0,0,0
FBgn0052359,0,0,0,0
FBgn0052358,0,0,0,0
FBgn0026263,4351,5470,4541,4273
FBgn0052365,1217,1137,4492,4148
FBgn0035823,4,5,21,12
FBgn0035824,735,602,917,881
FBgn0052368,66,33,160,152
FBgn0035827,6392,9603,11277,9316
FBgn0041156,0,1,0,0
FBgn0035830,4266,3762,7389,6934
FBgn0011817,6272,6987,7576,7254
FBgn0052370,0,0,0,0
FBgn0035831,1954,1998,2732,2245
FBgn0035829,3289,3926,4382,3800
FBgn0027554,2817,2651,4124,3917
FBgn0024187,2247,2295,3158,3099
FBgn0035825,2690,2006,5591,4617
FBgn0003041,11944,14103,11983,11529
FBgn0016694,1778,2193,3997,4734
FBgn0052369,571,604,933,1066
FBgn0052371,3,3,0,2
FBgn0035789,0,0,0,0
FBgn0035790,0,1,1,1
FBgn0035793,11552,10616,12012,12135
FBgn0028582,9812,11198,14820,14601
FBgn0035798,5,3,0,0
FBgn0035799,0,0,0,0
FBgn0052373,621,797,690,776
FBgn0035806,6,5,18,28
FBgn0035811,9592,7463,37050,31663
FBgn0035816,3,10,7,6
FBgn0035817,2,1,1,2
FBgn0035815,1,2,2,0
FBgn0035813,0,0,0,0
FBgn0035812,7636,9770,8640,8450
FBgn0035807,7900,8510,10430,9415
FBgn0035805,1873,2567,2232,2028
FBgn0053276,187,276,362,309
FBgn0035800,0,1,11,7
FBgn0035797,39,55,40,23
FBgn0052376,0,0,0,1
FBgn0052374,1,3,0,0
FBgn0035795,0,1,0,0
FBgn0035792,2,1,4,0
FBgn0035791,336,440,1010,967
FBgn0015033,172,177,163,218
FBgn0035750,0,0,0,0
FBgn0024542,3125,3175,3601,3061
FBgn0016036,196,169,344,293
FBgn0035760,1384,1486,2221,1785
FBgn0035762,3240,3696,3765,3878
FBgn0002909,0,0,0,0
FBgn0019662,3610,3444,4881,4933
FBgn0035771,12617,11211,19830,18459
FBgn0082598,27743,36633,49054,48572
FBgn0016983,14444,15970,21237,21531
FBgn0035777,6,1,6,4
FBgn0052379,0,0,0,0
FBgn0035779,0,0,0,0
FBgn0035780,0,0,0,0
FBgn0053278,0,0,2,0
FBgn0035785,0,2,0,0
FBgn0035786,0,0,0,0
FBgn0035788,0,0,3,0
FBgn0035787,0,0,0,0
FBgn0052382,0,0,0,0
FBgn0052383,0,0,0,0
FBgn0035782,1,0,0,0
FBgn0014011,4971,6286,7909,8593
FBgn0035781,2,0,0,0
FBgn0035776,3,8,4,3
FBgn0052380,6628,7510,7814,8075
FBgn0035772,5380,6537,10534,10610
FBgn0035770,4034,4468,11245,10997
FBgn0035769,3380,3153,4868,4652
FBgn0015298,2324,2339,3477,2833
FBgn0035768,9592,4764,28587,28010
FBgn0035767,413,319,820,936
FBgn0035763,17238,22654,24511,29800
FBgn0035761,3397,3957,4910,4664
FBgn0035756,10,24,21,49
FBgn0035755,55,87,233,180
FBgn0035754,1191,1217,2219,1776
FBgn0012058,9750,10152,12320,12085
FBgn0028648,2446,2093,3570,3189
FBgn0035753,40499,34446,127862,116576
FBgn0035751,0,0,9,17
FBgn0035718,0,0,0,0
FBgn0035719,5,5,11,7
FBgn0035721,1851,2485,3344,2665
FBgn0029117,991,885,1760,1637
FBgn0035726,24643,26824,38735,37326
FBgn0047205,6,7,3,5
FBgn0035734,1,1,2,8
FBgn0035737,0,0,0,0
FBgn0035741,0,1,0,3
FBgn0035743,8,2,64,24
FBgn0010387,14,11,39,48
FBgn0023001,349,368,510,544
FBgn0040837,44,62,44,63
FBgn0035742,0,0,0,0
FBgn0002775,3719,3950,4319,4054
FBgn0035736,0,0,0,0
FBgn0035735,0,0,0,0
FBgn0052391,0,0,0,0
FBgn0035733,0,3,5,3
FBgn0035730,0,0,0,0
FBgn0001104,12088,15543,12080,11333
FBgn0035727,29,34,45,48
FBgn0035725,1325,1353,2670,2328
FBgn0035724,13,14,11,5
FBgn0035722,1860,1629,2595,2048
FBgn0035720,22066,24554,38399,38578
FBgn0035711,3,0,1,2
FBgn0035714,2327,2812,4026,3608
FBgn0041194,33,18,14,13
FBgn0052392,5,0,0,0
FBgn0035715,5143,5459,6931,6449
FBgn0035713,9415,8408,13183,12637
FBgn0005626,18,14,69,55
FBgn0035710,1581,1979,1618,1983
FBgn0041232,0,0,0,0
FBgn0035709,0,0,0,0
FBgn0035703,1809,2482,2710,2714
FBgn0020251,2239,2702,2464,2513
FBgn0052396,0,0,0,1
FBgn0042185,5283,7184,5915,5359
FBgn0035707,5907,7350,8569,8474
FBgn0035708,26,45,37,56
FBgn0004619,0,0,0,0
FBgn0024177,17624,22469,24230,23035
FBgn0002926,3376,3658,9761,8138
FBgn0035704,3491,3988,5139,5058
FBgn0035702,759,987,814,803
FBgn0020641,0,0,0,0
FBgn0020642,0,0,0,0
FBgn0020643,0,0,0,0
FBgn0020646,0,0,0,0
FBgn0020644,0,0,0,0
FBgn0020645,0,0,0,0
FBgn0035686,0,0,0,0
FBgn0035687,2,0,0,0
FBgn0035689,1512,2058,1595,1669
FBgn0035691,286,302,432,402
